METIS IFU resolving power values for LM band
Updated Sep 28 09

2.891943655	106.1192251
2.916140166	109.9388123
2.939448102	114.7577027
2.960800615	106.1192666
2.961860383	119.1066342
2.983370196	124.9704356
2.985573102	109.9388501
3.009435871	114.7577374
3.03238167	119.1066657
3.033016352	106.1193046
3.054403525	124.9704644
3.058392919	109.9388846
3.082837592	114.7577689
3.106342941	119.1066942
3.108842766	106.119339
3.128901822	124.9704904
3.134853625	109.9389156
3.159909306	114.757797
3.184002191	119.1067195
3.188557597	106.1193694
3.207124957	124.9705133
3.215235285	109.9389429
3.240933316	114.7578216
3.265643875	119.1067415
3.272467817	106.1193956
3.28935945	124.9705331
3.299847441	109.9389662
3.326221638	114.7578424
3.351582389	119.1067599
3.360913584	106.1194175
3.375921982	124.9705494
3.389033096	109.9389854
3.416120019	114.7578592
3.442166118	119.1067744
3.454272851	106.1194346
3.467163469	124.9705621
3.483173367	109.939
3.511012623	114.7578717
3.537782154	119.1067849
3.552966762	106.1194465
3.563473816	124.9705709
3.582692923	109.9390097
3.611327515	114.7578795
3.638861829	119.1067909
3.657466008	106.119453
3.665287487	124.9705754
3.688066394	109.9390142
3.71754312	114.2163387
3.745887216	117.6477309
3.768298327	104.1960969
3.773090059	122.5497197
3.799825938	107.0507845
3.83019585	110.8570346
3.859398821	114.1875035
3.886057426	101.0386395
3.887425964	118.9453161
3.91857023	103.8068214
3.949889168	107.4977306
3.980004709	110.7272761
4.008907687	115.3409126
4.011413613	97.88118197
4.044975189	100.5628582
4.077304399	104.1384265
4.108391404	107.2670487
4.138226739	111.7365091
4.145126566	94.72372449
4.179806854	97.31889502
4.213213709	100.7791224
4.245336961	103.8068214
4.276166831	108.1321056
4.288060742	91.56626701
4.323936919	94.07493186
4.358495762	97.41981832
4.39172675	100.346594
4.423619765	104.5277021
4.441204082	88.40880952
4.478361596	90.83096869
4.51415474	94.06051424
4.548572615	96.8863666
4.581604741	100.9232985
4.605690883	85.25135204
4.64422468	87.58700552
4.681343586	90.70121016
4.717036297	93.42613922
4.751291941	97.31889502
4.782829933	82.09389456
4.82284592	84.34304235
4.861392607	87.34190608
4.898458254	89.96591184
4.93403157	93.7144915
4.974139414	78.93643707
5.01575621	81.09907919
5.055844945	83.982602
5.094393407	86.50568446
5.131389851	90.11008798
5.181390515	75.77897959
5.224741575	77.85511602
5.266500915	80.62329792
5.306655811	83.04545709
5.345194028	86.50568446
